Image_path,image_name,Captions,Label_Sentiment,label
../dataset/Dataset\Memes\KAM (303).jpg,KAM (303).jpg,সাংবাদিকদেরবাঁশ দিতাম তর মাইয়াও না সাংবাদিক,1,1
../dataset/Dataset\Memes\nurani-memes (41).jpg,nurani-memes (41).jpg,Whenever Someone Plays Hridoy Khans song on the speaker,1,1
../dataset/Dataset\Memes\nurani-memes (14).jpg,nurani-memes (14).jpg,Boys with this smiles has 101 chance to Steal your Girl,1,1
../dataset/Dataset\Memes\ovodro_img (27).jpg,ovodro_img (27).jpg,প্রথমে ফটোতে পোস দেওয়ার চেষ্টা করি তারপর হাসার চেষ্টা করি কিন্তু ভালো পোস দিতে আর হাঁসতে পারি না তাই মুখ বাকা করে দাঁড়িয়ে থাকি,1,1
../dataset/Dataset\Memes\ovodro_img (650).jpg,ovodro_img (650).jpg,west Indies pakistan,1,1
../dataset/Dataset\Memes\ovodro_img (796).jpg,ovodro_img (796).jpg,মা বাবার প্যান্টের ভিতর কী মোরগ থাকে না তো কিন্তু এরম বলছিস কেন তুমি যখন বাড়িতে না থাকো তখন টুম্পা কাকিমা এসে বাবাকে বলে প্যান্টের চেন খোল মোরগ খাব wtf,1,1
../dataset/Dataset\Memes\tangaila (214).jpg,tangaila (214).jpg,তোর বালের পেজ আনলাইক করলাম তাতে আমার বাল কাটা গেলো,1,1
../dataset/Dataset\Memes\KAM (248).jpg,KAM (248).jpg,কিশোর কিশোরীর প্রেমের বন্ধনে অজানার উদ্দেশ্যে পারি দেয় এরাও প্রেম করে আর আমি শালা সিঙ্গেল,0,0
../dataset/Dataset\Memes\tangaila (304).jpg,tangaila (304).jpg,চল যাই চল যাই অই পাশে অই পাশে চল যাই অই পাশে নু যাই উম্মুরা,1,1
../dataset/Dataset\Memes\tangaila (338).jpg,tangaila (338).jpg,ভার্সিটির দামড়া বড় ভাই ক্লাস ৯ এর বিন্দুবাসিনীর নিব্বি,1,1
../dataset/Dataset\Memes\direct-offense (12).jpg,direct-offense (12).jpg,4 stages of Life,1,1
../dataset/Dataset\Memes\tangaila (226).jpg,tangaila (226).jpg,অতিরিক্ত ভালবাসা পেট ফুলার লক্ষণ,1,1
../dataset/Dataset\Memes\chosha (40).jpg,chosha (40).jpg,আই লাউ ইউ কিন্তু আমি তোমাকে ভালবাসিনা এমন বলো না প্লিজ আমার নুনুতে তোমার বাচ্চা লালনপালন করছি,1,1
../dataset/Dataset\Memes\bangla-gag (146).jpg,bangla-gag (146).jpg,THE LIE EVERY দোকানদার SAYS আপা শুধুমাত্র আপনার জন্য ১০০ টাকা কমাই রাখবো,1,1
../dataset/Dataset\Memes\tangaila (151).jpg,tangaila (151).jpg,কোথায় তুমি জানি না তবে এখানে অনেক সাদা ড্রেস পড়া পল্ট্রির মত মেয়ে দেখতে পাচ্ছি ওয়েলকাম টু কলেজ গেট,0,0
../dataset/Dataset\Memes\KAM (16).jpg,KAM (16).jpg,গান্ধী বাত গান্ধী গান্ধী গান্ধীগান্ধী বাদ,0,0
../dataset/Dataset\Memes\bangla-gag (19).jpg,bangla-gag (19).jpg,আমি ফাইসা গেছি আমি ফাইসা গেছি মাইনকার চিপায়,0,0
../dataset/Dataset\Memes\KAM (520).jpg,KAM (520).jpg,আরেকটা বাংলাওয়াশ দিলাম এলেইগাই তো আমরা খেলতে আসি নাই,0,0
../dataset/Dataset\Memes\Bangla Thug Life (350).jpg,Bangla Thug Life (350).jpg,সকালের মিষ্টি রোদে ছবি অন্যদের আমার,1,1
../dataset/Dataset\Memes\tangaila (142).jpg,tangaila (142).jpg,Accidentally fall tap on mobile advertisement Advertisement চল যাইগা Play Store রে,0,0
../dataset/Dataset\Memes\bangla-gag (25).jpg,bangla-gag (25).jpg,BANGLADESHI SUPPORTERS BE LIKE AT STADIUM মামা দেখ আমার ফটো তুলে,0,0
../dataset/Dataset\Memes\bangla-troll (45).jpg,bangla-troll (45).jpg,GIFT FROM FOREIGN RELATIVES আমার বন্ধুরা যা পায় আর আমি যা পাই,0,0
../dataset/Dataset\Memes\Halal Memes (288).jpg,Halal Memes (288).jpg,ফ্রেঞ্চ প্রোডাক্ট বয়কট করায় আমাকে ধন্যবাদ জানানো বন্ধু একটু আগে ফ্রেঞ্চ কিস করে আসা আমি,1,1
../dataset/Dataset\Memes\KAM (751).jpg,KAM (751).jpg,প্রাইভেট ক্লিনিকে ডাক্টার সাহেবআমার জ্বর হয়েছে বলেন কিআপনার জন্ডিস টাইফয়েডম্যালেরিয়া আর ক্যান্সারের পরীক্ষা করতে হবে,1,1
../dataset/Dataset\Memes\KAM (347).jpg,KAM (347).jpg,সার যখন আমাদের দিকে তাকায়যখন বোর্ড এর দিকে তাকায়,0,0
../dataset/Dataset\Memes\tangaila (135).jpg,tangaila (135).jpg,বাইরে ঘুরাঘুরি করা সাধারণ জনগণের হোগা সেনাবাহিনীর লাঠি,1,1
../dataset/Dataset\Memes\ovodro_img (521).jpg,ovodro_img (521).jpg,অনেক পুরুষ জন্ম নেয় History গড়তে কিন্তু এই লোকটি জন্মেছে History delete করাতে,1,1
../dataset/Dataset\Memes\Bangla Thug Life (193).jpg,Bangla Thug Life (193).jpg,মিরপুর১ ফুটওভার ব্রিজে হেঁটে যাওয়া বিদ্যমান তর কি দেহ লাগবো,1,1
../dataset/Dataset\Memes\ovodro_img (719).jpg,ovodro_img (719).jpg,যখন ক্লাশে ম্যাম স্টুডেন্টদের বকাবকি করে Students Maams husband cant fuck her well,1,1
../dataset/Dataset\Memes\KAM (439).jpg,KAM (439).jpg,রেজাল্টের আগেহে আল্লাহ এ পাওয়ায় দাও আমি প্রতিদিন ৫ ওয়াক্ত নামাজ পরবো রেজাল্টের পরেএ পাইয়া গেসিরে মামা চল আজকে WESTIN এ যাই,0,0
../dataset/Dataset\Memes\Bangla Thug Life (57).jpg,Bangla Thug Life (57).jpg,ট্রেনের টিকিট কিনসো হুম What did it cost আমার দুই রাতের ঘুম,2,2
../dataset/Dataset\Memes\bangla-gag (3).jpg,bangla-gag (3).jpg,ঈদের দিন ছোটদের মানিব্যাগ বড়দের মানিব্যাগ,1,1
../dataset/Dataset\Memes\tangaila (238).jpg,tangaila (238).jpg,বয়েজের ছেলে গার্লসের ছেলে হাসানের ছেলে ভাসানীর ছেলে সৃষ্টির ছেলে,1,1
../dataset/Dataset\Memes\ovodro_img (611).jpg,ovodro_img (611).jpg,IF gf say she is pregnant but Bf say সে কখনও জিনিষ ভেতরে ফেলে নি had a face,1,1
../dataset/Dataset\Memes\ovodro_img (71).jpg,ovodro_img (71).jpg,আমাদের দেশের ছেলেদের বিয়ে করবি না কেন আমাদের দেশে ছেলেদের টা ছোট হয় হাতির শুড় নিতে পারবি,1,1
../dataset/Dataset\Memes\ovodro_img (109).jpg,ovodro_img (109).jpg,ডিয়ার বাংলাদেশ কাপ জেতার আশা ছেড়ে দাও এটা ভেবে খুশি হও যে তোমরা ভারতের সাথে ফাইনাল খেলছো,1,1
../dataset/Dataset\Memes\bamboo-vaiya (449).jpg,bamboo-vaiya (449).jpg,Lipstick Remover Lipstick Remover Pro,1,1
../dataset/Dataset\Memes\tangaila (38).jpg,tangaila (38).jpg,নামাযের সময় যখন পিছনের কাতারে পিচ্চি পোলাপান চিল্লাচিল্লি করে সামনের মুরুব্বিঃ,0,0
../dataset/Dataset\Memes\KAM (201).jpg,KAM (201).jpg,ব্রাজিল বনাম মেক্সিকো খেলার সময় স্কোরবোর্ড BRAMEXI মেক্সিকো বনাম পর্তুগাল খেলা হলে স্কোরবোর্ড MEXIPOR,0,0
../dataset/Dataset\Memes\bamboo-vaiya (502).jpg,bamboo-vaiya (502).jpg,আপনার সুন্দরী গালফ্রেন্ড গালফ্রেন্ড এর পরিবার বিসি এস ক্যাডার,1,1
../dataset/Dataset\Memes\ovodro_img (649).jpg,ovodro_img (649).jpg,বউ যখন ছমাস ধরে সেভ করে না,1,1
../dataset/Dataset\Memes\tangaila (213).jpg,tangaila (213).jpg,কুমুদিনীর গফ যখন ধরা খায় এর আগেও তার ৫ টা রিলেশন ছিল ওরে কালনাগিনী একটা সাপ নিয়ে ঘুরতেছি আমি,1,1
../dataset/Dataset\Memes\bamboo-vaiya (141).jpg,bamboo-vaiya (141).jpg,পাশের বাসার Aunty after seeing Cigarette in your hand,1,1
../dataset/Dataset\Memes\ovodro_img (309).jpg,ovodro_img (309).jpg,যখন আমার ফটো আপলোড করি তখন আমার বন্ধুগন Love Wow Haha,2,2
../dataset/Dataset\Memes\bamboo-vaiya (125).jpg,bamboo-vaiya (125).jpg,ঈদের দিন কাউকে সালাম দেওয়ার পর যখন তিনি পকেট থেকে টাকা বের করা শুরু করেন Im gonna pretend I didnt see that,0,0
../dataset/Dataset\Memes\KAM (553).jpg,KAM (553).jpg,বুঝলি লেখাপড়া ছাড়া কখনো ডিগ্রি লাভ করা যায় না আমি আপনার সাথে একমত নাকেন থার্মোমিটার তো লেখাপড়া জানেনাতাওতো ওর ডিগ্রি আছে,0,0
../dataset/Dataset\Memes\bamboo-vaiya (508).jpg,bamboo-vaiya (508).jpg,If Over Confidence had a face মৃত্যুদন্ড পাওয়ার পরও করোনা থেকে বাচার জন্য মাস্ক পড়তে হয়,1,1
../dataset/Dataset\Memes\KAM (730).jpg,KAM (730).jpg,হ্যাপি বার্থডে ভাই থ্যাংকস ভাই পার্টি হ্যাঁ আমি করে নিবো তুই টেনশন করিস না,0,0
../dataset/Dataset\Memes\KAM (448).jpg,KAM (448).jpg,আবার এভারেস্ট ধইরা নাড়া দিল কেডা,0,0
../dataset/Dataset\Memes\bamboo-vaiya (421).jpg,bamboo-vaiya (421).jpg,আমাদের সমাজকে এই শিক্ষা দিতে হবে যে আমি তোমার সাথে একমত নই তারমানে এই নয় আমি তোমাকে ঘৃণা করি,0,0
../dataset/Dataset\Memes\Halal Memes (331).jpg,Halal Memes (331).jpg,Random Classmate কিরে ক্যাপ্টেন নির্বাচনে অংশগ্রহণ করবি Me and My Friends ক্লাস ক্যাপ্টেন হইয়া কি করমু ক্যাপ্টেনরে তো আমরা নাচাই,1,1
../dataset/Dataset\Memes\chosha (4).jpg,chosha (4).jpg,শীতকালে সবচেয়ে বড় শত্রু কি ঘনঘন মুতে ধরা আজ থেকে কোম্পানি তোর আমি তোর কর্মচারী,1,1
../dataset/Dataset\Memes\bamboo-vaiya (252).jpg,bamboo-vaiya (252).jpg,তুমি মেয়ে হয়ে সিগারেট খাও কেনো কেনো সিগারেট খাইতে কি নুনু লাগে,1,1
../dataset/Dataset\Memes\tangaila (171).jpg,tangaila (171).jpg,পোলা গেছিলো সখিপুর বিয়া করতে অতঃপর তার অবস্তাঃ,1,1
../dataset/Dataset\Memes\tangaila (343).jpg,tangaila (343).jpg,থানা পাড়া মিমের বাসার সামনে দাড়াই থাকো কেন সারাদিন,1,1
../dataset/Dataset\Memes\tangaila (326).jpg,tangaila (326).jpg,টাংগাইলের কোনো নিব্বিরে যখন I love you বলে আর নিব্বি রিপ্লাই দেয় I love you too as a vaiya লে নিব্বাঃ আপনে কি কইতাছেন আমার মাথায় কিছু ডুকতাছে না,1,1
../dataset/Dataset\Memes\KAM (554).jpg,KAM (554).jpg,আমি যদি হুট করে মারা যায় তুমি কি করবে আমিও মইরা যামু তাই এতো ভালোবাসো আমাকে জ্বি না তর পেছনে খরচ করার লাইগা এতো টাকা ধার করছি যে মরা ছাড়া আমার আর উপায় নাই,0,0
../dataset/Dataset\Memes\KAM (27).png,KAM (27).png,গ্রীষ্মকালে তিস্তার বাধ বন্ধ কইয়া দেয় আর বর্ষা কালে খুইলা দেয় পুরা ফিল্ম ইন্ডাস্ট্রি নিয়া ঢাকা সফরে আসে তাদের ছবির ব্যবসা বাংলাদেশে করতে ফহিন্ননি কোনানকারআবার কয় ২ বাংলা এক কইরা দিতে,1,1
../dataset/Dataset\Memes\bamboo-vaiya (524).jpg,bamboo-vaiya (524).jpg,girls look like this Wants this Date this End this,1,1
../dataset/Dataset\Memes\KAM (540).jpg,KAM (540).jpg,ইংরেজিতে অনুবাদ কর মাখন লাল সরকার ছিলেন ঈশ্বরচন্দ্র বিদ্যাসাগরের মামা butter red government was the double mother of god moon education sea,0,0
../dataset/Dataset\Memes\Halal Memes (60).jpg,Halal Memes (60).jpg,লকডাউন লকডাউন শেষে,0,0
../dataset/Dataset\Memes\bamboo-vaiya (119).jpg,bamboo-vaiya (119).jpg,My Friend মামা তোর Crush আইতাছে Act Normal Me,1,1
../dataset/Dataset\Memes\tangaila (203).jpg,tangaila (203).jpg,ম্যাচ শেষে নেইমারের জার্সি অদলবদল করা বিদ্যমান প্রথম আলো যাই নেইমার ফ্যানদের একটু টেনশন দিয়ে আসি,1,1
../dataset/Dataset\Memes\bamboo-vaiya (48).jpg,bamboo-vaiya (48).jpg,বাসায় আসতে Late হইছে কেন জানু একটু ফার্মেসিতে গেছিলাম,1,1
../dataset/Dataset\Memes\ovodro_img (564).jpg,ovodro_img (564).jpg,দুদু কত সোনাম কাপুর না আয়সা টাকিয়ার টা বলব সোনামের টা লেবু আর আয়সার টা বাতাবি লেবু জটিল গনিত,1,1
../dataset/Dataset\Memes\Halal Memes (318).jpg,Halal Memes (318).jpg,পানির বোতলে আমার মুখ লাগানোর কারণে ওই বোতলের পানি না খাওয়া আমার গরু একটু আগে তার সাথে লিপ কিস করে আসা আমি,1,1
../dataset/Dataset\Memes\ovodro_img (648).jpg,ovodro_img (648).jpg,when she says আমার মনটাকে ছুঁয়ে দেখো তোমাকেই চায় এ মন,1,1
../dataset/Dataset\Memes\ovodro_img (792).jpg,ovodro_img (792).jpg,শুভ শিক্ষক দিবস স্যারজি,1,1
../dataset/Dataset\Memes\bamboo-vaiya (243).jpg,bamboo-vaiya (243).jpg,যখন ক্লাসে লুকিয়ে চুইংগাম চাবাইতে গিয়ে ধরা খাই স্যারম্যাডাম be like What the fuck Take it out,1,1
../dataset/Dataset\Memes\nurani-memes (164).jpg,nurani-memes (164).jpg,ঘুম হাসান সুইটি,2,2
../dataset/Dataset\Memes\KAM (454).jpg,KAM (454).jpg,সিজিপিএ নাই পাওয়ার অলা মামাচাচা ও নাই ভবিষ্যৎ তো পুরাই অন্ধকার রে মামা,0,0
../dataset/Dataset\Memes\bamboo-vaiya (522).jpg,bamboo-vaiya (522).jpg,পাদ Fart আমার খোলা হাওয়া,1,1
../dataset/Dataset\Memes\KAM (123).png,KAM (123).png,আম্মু পেপে খাবো চুপ আজকে থেকে কোন পেপে নাই শুধু মূলা,0,0
../dataset/Dataset\Memes\tangaila (35).jpg,tangaila (35).jpg,WHEN YOU ASK A GIRL রোজা রাখো নাই কেনো আশ্চর্য মেয়েটা রেগে গেলো কেনো,2,2
../dataset/Dataset\Memes\Bangla Thug Life (239).jpg,Bangla Thug Life (239).jpg,বৌমা নাতি দেখতে তো আমার ছেলের মতো হলো না শোনেন আমি কোনো ফটো মেশিন না যে হুবহু ডেলিভারি দিবো,1,1
../dataset/Dataset\Memes\bamboo-vaiya (251).jpg,bamboo-vaiya (251).jpg,Dost খানকির পোলায় এতো সুন্দর হইলো কেমনে,1,1
../dataset/Dataset\Memes\KAM (181).jpg,KAM (181).jpg,মেয়েরা ফোনে টাকা শেষ হয়ে গেলে যখন BF রিচার্জ করে দেই,1,1
../dataset/Dataset\Memes\Bangla Thug Life (207).jpg,Bangla Thug Life (207).jpg,জীববিজ্ঞান ক্লাসে স্যার যখন জীবের প্রজনন নিয়ে লেকচার দেন তখন Backbencher আরে কাকে খেলা শিখান,1,1
../dataset/Dataset\Memes\Bangla Thug Life (43).jpg,Bangla Thug Life (43).jpg,TikTok এ অশ্লীল ভিডিও করার পর যখন সেটা ভাইরাল হয়ে যায় Kamla Kamlis আগে চেনা মানুষরাও চিনত না আর এখন অচেনারাও,1,1
../dataset/Dataset\Memes\KAM (675).jpg,KAM (675).jpg,মোশাররফ এক বোতল পানি নিয়া আসো জি কোনটাMUM নাকি Fresh,1,1
../dataset/Dataset\Memes\ovodro_img (104).jpg,ovodro_img (104).jpg,আর এটা দাদার বন্ধু দেব দা মধুকে শুধু নিষ্পাপ প্রমান করতে চায়,1,1
../dataset/Dataset\Memes\Bangla Thug Life (1).jpg,Bangla Thug Life (1).jpg,যখন কোনো মেয়ে তোমার DSlr ডিপিতে হাহা রিয়েক্ট দেয় You এইগুলা খানকি মাগী ভাই,1,1
../dataset/Dataset\Memes\ovodro_img (528).jpg,ovodro_img (528).jpg,আমি একদিন ভারতের প্রধানমন্ত্রী হবই হব আচ্ছা মেনে নিলাম দিদি আমরা IPL এ ম্যাচ জিতবই মানতে পারলাম না,1,1
../dataset/Dataset\Memes\ovodro_img (47).jpg,ovodro_img (47).jpg,জীবনে সব কিছুই পেয়েছি দুঃখ শুধু একটাই কী দুঃখ তোমার আমাকে বল রাখি বন্ধন আর ভাইফোটা দেওয়ার মত কেউ নেই,1,1
../dataset/Dataset\Memes\chosha (23).jpg,chosha (23).jpg,বয়ফ্রেন্ড হইলে ফাইভ স্টার হোটেলে চলো জাস্ট ফ্রেন্ড পাটক্ষেতেও ভালো,1,1
../dataset/Dataset\Memes\Bangla Thug Life (214).jpg,Bangla Thug Life (214).jpg,যখন রান্নাঘরে গিয়ে দেখি আজকে ইফতারে আম্মু আলুর চপ বানায়নি Me to my siblings ভাইয়েরা আমার আজ দুঃখভরাক্রান্ত মন নিয়ে আপনাদের সামনে হাজির হয়েছি,1,1
../dataset/Dataset\Memes\ovodro_img (801).jpg,ovodro_img (801).jpg,আমার বান্ধবী যে ব্রেক আপ হওয়ার পর একদিন নিজে আঙ্গুল মেরেছে তাই কাঁদছে আর এটা আমি যে বছরের পর বছর গিটার মেরেই কাটাচ্ছি,1,1
../dataset/Dataset\Memes\ovodro_img (334).jpg,ovodro_img (334).jpg,কুকুর হইতে সাবধান মানুষ হইতে সাবধান,1,1
../dataset/Dataset\Memes\KAM (234).png,KAM (234).png,মেয়েরা ছুটিতে বাসায় গেলে পাস ফেল বাদ দিয়া মা বাবার একটাই প্রশ্ন একটা প্রস্তাব আসছেদেখবি ছেলেরা বাসায় গেলে মা বাবার প্রশ্ন কবে পাস করবি চাকরি করবি বিয়ার নাম গন্ধ ও নাই,0,0
../dataset/Dataset\Memes\ovodro_img (77).jpg,ovodro_img (77).jpg,বাবা দেখ চোখে কী জানি একটা পড়েছে চোখ টা লাল হয়ে গেছে বুঝেছি বাবা তুমি পাতা পাতা খেলে এসেছো তুমি কী করে বুঝে যাও,1,1
../dataset/Dataset\Memes\tangaila (292).jpg,tangaila (292).jpg,সাদিয়া আমার সাদিয়া আমার সাদিয়া সবার,1,1
../dataset/Dataset\Memes\Bangla Thug Life (389).jpg,Bangla Thug Life (389).jpg,বাবু ঠাকুর দেখতে যাবা তোমার সাথে গেলে ঠাকুর দেখা হবেনা তুমি শুধু অন্ধকার গলি খুঁজবে,1,1
../dataset/Dataset\Memes\KAM (489).jpg,KAM (489).jpg,প্রশ্নপত্র রিপিট হবে না ভেবে ইন্ডিয়া টিম আজকেও মোস্তাফিজকে স্টাডি করে আসে নাই,0,0
../dataset/Dataset\Memes\tangaila (12).jpg,tangaila (12).jpg,THIS PLACE IS FAMOUS IN INDIA FOR TOURISM,1,1
../dataset/Dataset\Memes\bangla-gag (105).jpg,bangla-gag (105).jpg,MY FRIENDS MY CRUSH ME BANGLA GAG,1,1
../dataset/Dataset\Memes\bangla-gag (5).jpg,bangla-gag (5).jpg,BEFORE IFFTAR AFTER IFFTAR,1,1
../dataset/Dataset\Memes\ovodro_img (751).jpg,ovodro_img (751).jpg,গুরুজি তার ভক্তদের যেভাবে সারাজীবন জাগিয়ে রাখে,1,1
../dataset/Dataset\Memes\Bangla Thug Life (121).jpg,Bangla Thug Life (121).jpg,When you say Mother Teresa is the mother of humanity instead of Sheikh Hasina,1,1
../dataset/Dataset\Memes\ovodro_img (455).jpg,ovodro_img (455).jpg,in normal day আমি যেন সরকারি চাকরিওয়ালা কোন কাকুকে বর হিসাবে পাই শিবরাত্রি তেঃ হে ঠাকুর আমি যান হ্যান্ডসাম একজন বর পাই আর বয়সে যেন ছোট হয় আমার থেকেও,1,1
../dataset/Dataset\Memes\ovodro_img (443).jpg,ovodro_img (443).jpg,Air force attack এ পাকিস্তানের যত জঙ্গি মরেছে ওটার প্রমাণ দিন নয়ত বিশ্বাস করা যাবে না এসব ঢপবাজির কথা বিশ্বাস করুন আমাদের air force attack এ 300 জঙ্গি মারছে সরি উকিল সাহেব আপনি যদি মিথ্যা বলেন তাহলে আপনাকে যৌন ধর্ম নিতে হবে আর চপ শিল্পে নাম দিতে হবে,1,1
../dataset/Dataset\Memes\KAM (136).png,KAM (136).png,সুন্দর মানেই কি শুধু ফর্সা সুন্দর কালো হয় ফর্সা হয় শ্যামলাও হয় ভুরি মানেই কি শুধু বেসাইজ ভুরি চ্যাপ্টা হয় গোল হয় থলথলেও হয়,0,0
../dataset/Dataset\Memes\KAM (772).jpg,KAM (772).jpg,জি বলুন আপনি কি শুনতে চান ভাইএকটু মাগরিবের আজানডা শুনান অনেক খিদা লাগছে,0,0
../dataset/Dataset\Memes\nurani-memes (220).jpg,nurani-memes (220).jpg,মোস্তফা জব্বার বিজয় কিবোর্ড বাঙালী,1,1
../dataset/Dataset\Memes\Bangla Thug Life (198).jpg,Bangla Thug Life (198).jpg,এই তুমি কি গাঁজা কারণ আমি তোমাকে খেতে চাই,1,1
../dataset/Dataset\Memes\direct-offense (13).jpg,direct-offense (13).jpg,ছোটখুকী ছোটCOOKIE,1,1
../dataset/Dataset\Memes\ovodro_img (767).jpg,ovodro_img (767).jpg,A Pakistani boy always proposes his girl with BOMB instead of RING,1,1
../dataset/Dataset\Memes\KAM (700).jpg,KAM (700).jpg,জলিল জানিস আমার মাতৃভাষা বাংলা তোর শুধু মায়ের ভাষা বাংলা আমারতো বাবার ভাষাও বাংলা,0,0
../dataset/Dataset\Memes\bamboo-vaiya (92).jpg,bamboo-vaiya (92).jpg,Kanke mage hegab koi Porechi Bujhe porecho naki nah bujhe porecho,1,1
../dataset/Dataset\Memes\ovodro_img (712).jpg,ovodro_img (712).jpg,চার ইঞ্চি রেগে গেলেন চৌদ্দ ইঞ্চি,1,1
../dataset/Dataset\Memes\KAM (346).jpg,KAM (346).jpg,বৃষ্টি পড়ে টাপুর টুপুর পায়ে আমার নতুন জুতু কিন্তু রাস্তা দিয়া হাঁইটা গেলে জুতা কাদায় ভইরা যায়,0,0
../dataset/Dataset\Memes\Halal Memes (324).jpg,Halal Memes (324).jpg,চিল যখন মুরগির ছোট বাচ্চাকে একা দেখেঃ শালার পুত খাইছি তরে আজকে,1,1
../dataset/Dataset\Memes\nurani-memes (66).jpg,nurani-memes (66).jpg,When She Says তোমার সাথে কথা বলতে আমার ভালো লাগে তোমার সাথে থাকতেও ভালো লাগে আমি তোমাকে পছন্দও করি কিন্তু ওইরকম ভাবে না What da fadafuckin fuck,1,1
../dataset/Dataset\Memes\bamboo-vaiya (397).jpg,bamboo-vaiya (397).jpg,তেলাপোকা ভেবে খেজুর খেয়ে ফেলছি,2,2
../dataset/Dataset\Memes\ovodro_img (78).jpg,ovodro_img (78).jpg,আমি ভুমিকন্যা তাহলে আমিও sunny Leone,1,1
../dataset/Dataset\Memes\KAM (325).jpg,KAM (325).jpg,হাতের রং এক মুখের আরেক মনে হয় ময়দা শেষ হয়ে গেছিলো,0,0
../dataset/Dataset\Memes\tangaila (33).jpg,tangaila (33).jpg,Bro Siss heart Fathers heart Mothers heart,0,0
../dataset/Dataset\Memes\KAM (575).jpg,KAM (575).jpg,বিশ্বকাপ জয় করে কালো রা সুন্দরীদের জয় করে কালো রা সবসময় মাথায় হাত তুলে আফসোস করে ফর্সারা,1,1
../dataset/Dataset\Memes\KAM (375).jpg,KAM (375).jpg,প্রেম তো শুধু নামেই বদনাম আসম কষ্ট তো দেয় পড়ালেখা,0,0
../dataset/Dataset\Memes\ovodro_img (540).jpg,ovodro_img (540).jpg,Tiktok এ মুজরা দেখাতে যেয়ে নিজেই নিজেকে বিয়ে করে নিল এক ছক্কা এবার সারাজীবন নিজের টা নাড়িয়ে যাবেন একা একা বলে ঠিক করেছেন এই ছক্কা টি,1,1
../dataset/Dataset\Memes\ovodro_img (402).jpg,ovodro_img (402).jpg,তদন্ত না করে বলা সম্বভ নয় যে পাকিস্তানই ভারতে সার্জিকাল এটাক করেছে দিদি এটা জঙ্গি হামলা এটা সারদার চিট ফান্ডের টাকা নয় যে তদন্ত করতে হবে টাকা কোথায় গেল,1,1
../dataset/Dataset\Memes\bamboo-vaiya (454).jpg,bamboo-vaiya (454).jpg,She jaanu ami shudhu tomake valobashi Also She,1,1
../dataset/Dataset\Memes\Bangla Thug Life (26).jpg,Bangla Thug Life (26).jpg,যখন অপরিচিতদের বাসায় যাই এবং মা বলে চুপ করে বসে থাকো 6 years old me,0,0
../dataset/Dataset\Memes\bangla-gag (48).jpg,bangla-gag (48).jpg,জিয়া জিয়া রে চুপ করো বেয়াদব,1,1
../dataset/Dataset\Memes\Bangla Thug Life (203).jpg,Bangla Thug Life (203).jpg,পর্ণ দেখতে বড় ভাইয়ের কাছে ধরা খাওয়ার পর বড়ভাইঃ এতো অল্প বয়সে এতো মজা ভালো না,1,1
../dataset/Dataset\Memes\chosha (57).jpg,chosha (57).jpg,ভাই জানিস বাংলাদেশ এখন ডিজিটাল কর্মকান্ড সফল হচ্ছে মাতাল বন্ধু যেদিন ঘরে বসে ক্রেডিটকার্ড দিয়ে মদ কিনবো আর Olx এ খালি বোতল বেচবো সেইদিন বাংলাদেশ ডিজিটাল হবে,1,1
../dataset/Dataset\Memes\bangla-gag (138).jpg,bangla-gag (138).jpg,INDIAN MOVIES INDIAN TV SERIES INDIA WINS A MATCH,1,1
../dataset/Dataset\Memes\KAM (677).jpg,KAM (677).jpg,তোমার মতো বয়সে আমি গণিতে আর ইংলিশে ফুল মার্ক পেতামআর তুমি ফেল করেছোআপনাদের হয়ত ভাল টিচার পড়াতো,0,0
../dataset/Dataset\Memes\ovodro_img (388).jpg,ovodro_img (388).jpg,বাবা ফেব্রুয়ারি মাস স্পেশাল ক্যানো জানি না তোর মাকে বিয়ে করার আগে আমিও সিঙ্গেল ছিলাম কাঁদিস না বাবু বুকে আয় একদিন তোকেও বিয়ে দিয়ে মিঙ্গেল করে দেব,2,2
../dataset/Dataset\Memes\tangaila (32).jpg,tangaila (32).jpg,WHEN THERE IS A গ্যাঞ্জাম TOMORROW YOU ARE এলাকার বড় ভাই তুই যুক্তরাজ্য থেকে আমার জন্য রড পাঠা,1,1
../dataset/Dataset\Memes\KAM (264).jpg,KAM (264).jpg,সবকিছু করার একটা নির্দিষ্ট যায়গা আছে যেখানে বইসা কাজ করলে মনোযোগ দেয়া যায় কিন্তু শালার পড়ালেখা যেখানেই পড়ি না কেন মনোযোগ দেয়াই যায় না,0,0
../dataset/Dataset\Memes\Halal Memes (232).jpg,Halal Memes (232).jpg,আমার মৃত্যুর পর খেতে এসে মাংস নিয়ে ঝগড়া করা আমার বন্ধুরা লেঃ আমার আত্মা শুয়োরের বাচ্চা তরা কি কোনো দিন মানুষ হবি নাহ,1,1
../dataset/Dataset\Memes\chosha (72).jpg,chosha (72).jpg,একটা চুদমারানিও পাইলাম না আইসা একটু চুল্কায়া দিব মেয়ে মানুষ ত আসলেই খারাপ একটু আগে প্রেমের প্রস্তাব দিলাম রাজি হইলো না,1,1
../dataset/Dataset\Memes\ovodro_img (197).jpg,ovodro_img (197).jpg,ঘরে বাবা ঢুকিয়ে দেব চন্দন নগরের মালঃ ওই যে মেয়েটা দেখতে পাচ্ছ ওরা আমার থেকেও বেশি ভয়ানক,1,1
