Image_path,image_name,Captions,Label_Sentiment
../dataset/Dataset\Memes\Bangla Thug Life (333).jpg,Bangla Thug Life (333).jpg,"দু-দিন ঢাকায় থেকে, গ্রামে এসে শুদ্ধ ভাষায় কথা বলা আমার বন্ধু ।     বন্ধুর মুখে শুদ্ধ ভাষা শুনে বোকাচোদা হয়ে যাওয়া আমি।",negative
../dataset/Dataset\Memes\Bangla Thug Life (334).jpg,Bangla Thug Life (334).jpg,প্রেম করার আগে    প্রেম করার পর    প্রেম করার এক মাস পর     দুইমাস পর  ,negative
../dataset/Dataset\Memes\Bangla Thug Life (335).jpg,Bangla Thug Life (335).jpg,বৌদির সেক্সি ফিগার দেখা বিদ্যমান     আমি- ,negative
../dataset/Dataset\Memes\Bangla Thug Life (336).jpg,Bangla Thug Life (336).jpg,*আমি     প্রেম-ভালবাসা,negative
../dataset/Dataset\Memes\Bangla Thug Life (337).jpg,Bangla Thug Life (337).jpg,বড় কোন দূর্ঘটনা কিংবা হতাশা থেকে মুক্তি পাওয়ার পর     এখন আমার প্রথম কাজ হচ্ছে নামাজ আদায় করা   ,positive
../dataset/Dataset\Memes\Bangla Thug Life (339).jpg,Bangla Thug Life (339).jpg,Nibba : বলো তো আট দশে কত হয় ?    Nibbi : আশি ।   Nibba : আমি তোমায় ভালবাসি ।    Nibbi*    Nibba*,positive
../dataset/Dataset\Memes\Bangla Thug Life (340).jpg,Bangla Thug Life (340).jpg,মেয়েদের বাইক চালানো উচিৎ না      কেনরে গিয়ার কি নুনু দিয়ে ফালায়?,negative
../dataset/Dataset\Memes\Bangla Thug Life (341).jpg,Bangla Thug Life (341).jpg,আমি হট !    আমি বেশি  হট !     আমি Binod !,negative
../dataset/Dataset\Memes\Bangla Thug Life (342).jpg,Bangla Thug Life (342).jpg,আমাদের     চাওয়া   পাওয়া     না বুঝলে কার্টুন দেখ,negative
../dataset/Dataset\Memes\Bangla Thug Life (343).jpg,Bangla Thug Life (343).jpg,Someone : লালডা না কালাডা ?      Me তোর নানির সাউয়াডা ,negative
../dataset/Dataset\Memes\Bangla Thug Life (344).jpg,Bangla Thug Life (344).jpg,-দুধ আসবে না জেনেও  -চুষার নামই   ভালোবাসা,negative
../dataset/Dataset\Memes\Bangla Thug Life (345).jpg,Bangla Thug Life (345).jpg,মামা ঝাল বেশি দিয়েন কিন্তু  দুই* মিনিট পর...,negative
../dataset/Dataset\Memes\Bangla Thug Life (346).jpg,Bangla Thug Life (346).jpg,"তুই ফাকবয়     তুই বারোবাতারি     *নিষ্পাপ আমি    ফাকবয়, বারোভাতারি এগুলা কি বাংলা একাডেমির নতুন আবিষ্কার নাকি ",negative
../dataset/Dataset\Memes\Bangla Thug Life (347).jpg,Bangla Thug Life (347).jpg,শান্তিতে P*rn দেখতে থাকা আমি*   You have used 100% of 2GB-72Hours-TK45.Validity:,negative
../dataset/Dataset\Memes\Bangla Thug Life (348).jpg,Bangla Thug Life (348).jpg,"বলতো পাখি পাকা পেঁপে খায়     শুধু পাকা পেঁপে কেন, কলাও খায়, জাস্ট বলে দেখ ",negative
../dataset/Dataset\Memes\Bangla Thug Life (349).jpg,Bangla Thug Life (349).jpg,চলো দূরে কোথাও থেকে ঘুরে আসি     চুদবার চাও কইলেই পারো ,negative
../dataset/Dataset\Memes\Bangla Thug Life (350).jpg,Bangla Thug Life (350).jpg,সকালের মিষ্টি রোদে ছবি     অন্যদের     আমার,negative
../dataset/Dataset\Memes\Bangla Thug Life (351).jpg,Bangla Thug Life (351).jpg,Social Distancing,negative
../dataset/Dataset\Memes\Bangla Thug Life (352).jpg,Bangla Thug Life (352).jpg,যখন আম্মু মাইর দেওয়ার পরে বলে কান্না করলে আবার মাইর খাবি     ৫ বছর বয়সী আমিঃ,negative
../dataset/Dataset\Memes\Bangla Thug Life (353).jpg,Bangla Thug Life (353).jpg,শহর থেকে যখন গ্রামে যায় চাচাতো বোন    গ্রামের চাচাতো ভাইঃ,negative
../dataset/Dataset\Memes\Bangla Thug Life (354).jpg,Bangla Thug Life (354).jpg,*রোদ   *মেঘ     মেঘের কোলে রোদ হেসেছে !,negative
../dataset/Dataset\Memes\Bangla Thug Life (355).jpg,Bangla Thug Life (355).jpg,আমি ডিপজল    কাজ করছি পাটক্ষেত নিয়ে,negative
../dataset/Dataset\Memes\Bangla Thug Life (356).jpg,Bangla Thug Life (356).jpg,বৌদি ঘর ঝাড়ু দিতে গিয়ে যখন বুক থেকে ওড়না পড়ে যায়ঃ   *My friends ,negative
../dataset/Dataset\Memes\Bangla Thug Life (357).jpg,Bangla Thug Life (357).jpg,বাবাঃ আমার মেয়ে ডাক্তার হবে     মাঃ আমাদের ইঞ্জিনিয়ার হবে    লে বেটিঃ,negative
../dataset/Dataset\Memes\Bangla Thug Life (358).jpg,Bangla Thug Life (358).jpg,বিয়ের পর শশুর বাড়িতে গিয়ে খাট ভাঙে ফেলার পর    শশুরবাড়ির লোকজনঃ  জামাই তো দেখি ভুমিকম্প এক্সপার্ট ,negative
../dataset/Dataset\Memes\Bangla Thug Life (359).jpg,Bangla Thug Life (359).jpg,বাবু খাইছো**  Bangladeshi   Avatar,negative
../dataset/Dataset\Memes\Bangla Thug Life (360).jpg,Bangla Thug Life (360).jpg,রুমডেট থেকে প্রথমবার Anal করে ফিরে আসা বিদ্যমান  নিব্বিঃ ,negative
../dataset/Dataset\Memes\Bangla Thug Life (361).jpg,Bangla Thug Life (361).jpg,*বাসর রাাতের আগে     *বাসর রাতে দুই রাউন্ড হওয়ার পর ,negative
../dataset/Dataset\Memes\Bangla Thug Life (362).jpg,Bangla Thug Life (362).jpg,"Me when my male friend says ""দোস্ত একটা মাইয়া দে""  এইডা খানকিপাড়া পাইছোছ ?",negative
../dataset/Dataset\Memes\Bangla Thug Life (363).jpg,Bangla Thug Life (363).jpg,বয়ফ্রেন্ড থাকা সত্ত্বেও যখন মেয়েটি তার বেষ্টফ্রেন্ড কে বেশি পাত্তা দিয়ে ফেলে     বিধি তুমি বলে দাও আমি কার,negative
../dataset/Dataset\Memes\Bangla Thug Life (364).jpg,Bangla Thug Life (364).jpg,হা্লকা বাতাস দেয়া বিদ্যমান     আমার লুঙ্গিঃ,negative
../dataset/Dataset\Memes\Bangla Thug Life (365).jpg,Bangla Thug Life (365).jpg,যখন বাসে লেডিস সিটে কোনো ছেলে বসে পড়ে    femudidi   আরে দাঁড় করাও না একে...,negative
../dataset/Dataset\Memes\Bangla Thug Life (366).jpg,Bangla Thug Life (366).jpg,মেহেদী লাগানোর আগে      মেহেদী লাগানোর পরে,negative
../dataset/Dataset\Memes\Bangla Thug Life (367).jpg,Bangla Thug Life (367).jpg,তুমি ছেলে নাকি ম্যাগী        কেন বলতো     ম্যাগি এর মতো তোমার ও দুইমিনিটে হয়ে যায় তাই বললাম ,negative
../dataset/Dataset\Memes\Bangla Thug Life (368).jpg,Bangla Thug Life (368).jpg,প্রথমবার ঘসাঘসির ভিডিও দেখার পর   Me to my friend :   Mast hai yaar ! Apun ko bhi karne ka hai,negative
../dataset/Dataset\Memes\Bangla Thug Life (369).jpg,Bangla Thug Life (369).jpg,এবার পুজো কিভাবে কাটাবো আমার যে কুচি ধরার কেউ নেই    কুঁচি ধরা লোক নেই তো কি হয়েছে খোলার লোক তো আছে ,negative
../dataset/Dataset\Memes\Bangla Thug Life (370).jpg,Bangla Thug Life (370).jpg,আপনার বাস যখন ১৩০ কিমি/ঘন্টা বেগে চলে     সেই মুহুর্ত যখন অন্য বাস আপনাকে ওভারটেক দিয়ে চলে যায়  ,positive
../dataset/Dataset\Memes\Bangla Thug Life (371).jpg,Bangla Thug Life (371).jpg,মাঃ রান্না করতে জানোস বিয়ে পর স্বামীরে কি খাওয়াবি    Almost every girls in mind:,negative
../dataset/Dataset\Memes\Bangla Thug Life (372).jpg,Bangla Thug Life (372).jpg,বাংলা পরীক্ষায় ছাত্রজীবন রচনা আসার পর নারীবাদীঃ,negative
../dataset/Dataset\Memes\Bangla Thug Life (373).jpg,Bangla Thug Life (373).jpg,ভার্সিটিতে নতুন জুনিয়র মেয়ে ভর্তি হওয়া বিদ্যমান   ক্যাম্পাসের সিনিয়র ভাইয়েরাঃ,negative
../dataset/Dataset\Memes\Bangla Thug Life (374).jpg,Bangla Thug Life (374).jpg,"If ""বিদেশ থেকে স্বামী ফেরত আস উপলক্ষ্যে ফুর্তি করা"" had a face :",negative
../dataset/Dataset\Memes\Bangla Thug Life (375).jpg,Bangla Thug Life (375).jpg,I can see your bra    একহাজার টাকা দিয়ে কিনছি কি ঢেকে রাখার জন্য   ,negative
../dataset/Dataset\Memes\Bangla Thug Life (376).jpg,Bangla Thug Life (376).jpg,*মেয়েরা প্রেম করার আগে    *প্রেম করার দুইমাস পর,negative
../dataset/Dataset\Memes\Bangla Thug Life (377).jpg,Bangla Thug Life (377).jpg,বাবা-মাঃ খাওয়ার পূর্বে প্রার্থনা কর সন্তুষ্টি প্রকাশ করবে যাতে আবার খেতে পারো      Meanwhile boy:,negative
../dataset/Dataset\Memes\Bangla Thug Life (378).jpg,Bangla Thug Life (378).jpg,গালফ্রেন্ড পেয়ে ফ্রেন্ডদের ভুলে যাওয়া ফ্রেন্ডের যখন ব্রেকাপ হয়     ফ্রেন্ডরাঃ এটাও আল্লাহ তায়ালার একটা নিয়ামত ,negative
../dataset/Dataset\Memes\Bangla Thug Life (379).jpg,Bangla Thug Life (379).jpg,If Madarchod had a face :,negative
../dataset/Dataset\Memes\Bangla Thug Life (380).jpg,Bangla Thug Life (380).jpg,"প্রতিনিয়ত হস্তশিল্প করা বন্ধুর যখন রিলেশন হয়  Friend to his girlfriend :      এই হাত মারার জন্য নয়, এই হাত আদর করার জন্য  ",negative
../dataset/Dataset\Memes\Bangla Thug Life (381).jpg,Bangla Thug Life (381).jpg,হর্ণি করে তোলার পর যখন স্বামী দুই মিনিটে মাঠ ছেড়ে চলে যায়   স্ত্রীঃ,negative
../dataset/Dataset\Memes\Bangla Thug Life (382).jpg,Bangla Thug Life (382).jpg,বাবু তোমার পিরিয়ড কয় তারিখে হয়?  ক্যান মাদারচোদ তুই খাবি নাকি ?,negative
../dataset/Dataset\Memes\Bangla Thug Life (383).jpg,Bangla Thug Life (383).jpg,"Almost every girl to her Bestie : ""বাসররাতে স্বামীর পায়ে ধইরা সালাম কইরা কি লাভ পরে তো পা কাঁধে তুলতে হইবো"" ",negative
../dataset/Dataset\Memes\Bangla Thug Life (384).jpg,Bangla Thug Life (384).jpg,মামা সুখ এবং দুঃখ মিশ্রিত অনুভূতি কখন হয়     যখন তোর বউ বলবে তোমার পেনিস তোমার বন্ধুর থেকে বড় ,negative
../dataset/Dataset\Memes\Bangla Thug Life (385).jpg,Bangla Thug Life (385).jpg,I'll fuck your pussy tonight    What the fuck,negative
../dataset/Dataset\Memes\Bangla Thug Life (387).jpg,Bangla Thug Life (387).jpg,তুমি আমার ছেলেকে আমার থেকে বেশি চিনো না জানো ।  আমি ওকে লেংটা দেখছি      Same,negative
../dataset/Dataset\Memes\Bangla Thug Life (388).jpg,Bangla Thug Life (388).jpg,ভাইরে ফটোগ্রাফার হইলে জ্বালা   ক্যান কি হইছে     ক্রাশে ও কয় কাপল ফটোশুট করে দিতে ,negative
../dataset/Dataset\Memes\Bangla Thug Life (389).jpg,Bangla Thug Life (389).jpg,বাবু ঠাকুর দেখতে যাবা     তোমার সাথে গেলে ঠাকুর দেখা হবেনা তুমি শুধু অন্ধকার গলি খুঁজবে ,negative
../dataset/Dataset\Memes\Bangla Thug Life (390).jpg,Bangla Thug Life (390).jpg,প্রথমবার রুমডেটে যাবার পর Nibba to his Nibbi :     এ সুখের নেই কোনো সীমানা ,negative
../dataset/Dataset\Memes\Bangla Thug Life (391).jpg,Bangla Thug Life (391).jpg,"কতিপয় লোকঃ ধর্ম যার যার উৎসব সবার     ""উৎসব"" নামের আমি এটা শোনার পরঃ   আমার যে কি খুশি খুশি লাগতেছে ",positive
../dataset/Dataset\Memes\Bangla Thug Life (394).jpg,Bangla Thug Life (394).jpg,দুঃখ দিলি কষ্ট দিলি মন তো দিলি না      লাগাতে দিয়েছিলাম ওটাই অনেক  ,negative
../dataset/Dataset\Memes\Bangla Thug Life (395).jpg,Bangla Thug Life (395).jpg,One Mistake    Result     Post ignore karne wala,negative
../dataset/Dataset\Memes\Bangla Thug Life (396).jpg,Bangla Thug Life (396).jpg,"বিয়ের ১ মাস পর স্বামী যখন বিদেশ চলে যায়*   হর্নি বউঃ ফুটোর মধ্যে জ্বলছে আগুন, ঢুকাতে হবে মূলো-বেগুন ",negative
../dataset/Dataset\Memes\Bangla Thug Life (397).jpg,Bangla Thug Life (397).jpg,ছেলেঃ আই লাভ ইউ     মেয়েঃ কি করতে পারবে আমার জন্য ?   লুইচ্চা ছেলে মনে মনে     ২১ দিনে দুদু ডবল,negative
../dataset/Dataset\Memes\Bangla Thug Life (399).jpg,Bangla Thug Life (399).jpg,"বাসর রাতে যখন জামাই আপনার ফ্রিজে পুটিমাছ রাখতে আসে, সেই ফ্রিজে আগে থেকে তিমি হাঙ্গর ডলফিন রেখে রেখে অভ্যস্ত আপনি    ",negative
../dataset/Dataset\Memes\Bangla Thug Life (400).jpg,Bangla Thug Life (400).jpg,বুঝ নাই বেপারটা   ,negative
../dataset/Dataset\Memes\Bangla Thug Life (401).jpg,Bangla Thug Life (401).jpg,আম্মা আমি প্রেগনেন্ট    চুদসে     এইটা একটা দুর্ঘটনা ছিলো   মানে তুই বলতে চাস !  তুই রাস্তা দিয়া হাঁটতে গিয়া উষ্টা খাইয়া সোনার উপর পইড়া গেসিলি ???,negative
../dataset/Dataset\Memes\Bangla Thug Life (402).jpg,Bangla Thug Life (402).jpg,মেয়েরা যখন ফোনে পানু দেখে ,negative
../dataset/Dataset\Memes\Bangla Thug Life (403).jpg,Bangla Thug Life (403).jpg,প্রেম মানে... চুমু দিয়ে শুরু   চোদন দিয়ে শেষ       ,negative
../dataset/Dataset\Memes\Bangla Thug Life (404).jpg,Bangla Thug Life (404).jpg,দুই রাউন্ড খেলার পরে      মেয়ে   ছেলে   Moral of the story   রাস্তা কখনোই শেষ হয়না   শেষ হয় গাড়ীর তেল     ,negative
../dataset/Dataset\Memes\Bangla Thug Life (405).jpg,Bangla Thug Life (405).jpg,"ওরা বড়লোক- খায় তন্দুরি, চোদে সুন্দরী     তারা মধ্যবিত্ত- খায় ভেন্ডি, চোদে রেন্ডি   আমি গরিব- পরি স্যান্ডেল, মারি হ্যান্ডেল ",negative
../dataset/Dataset\Memes\Bangla Thug Life (406).jpg,Bangla Thug Life (406).jpg,"আমাকে তুমি দুধ দাও ! আমি তোমাকে আমার ঘি দেবো,  তারাতারি তোমার ঘি বার করো  ",negative
../dataset/Dataset\Memes\Bangla Thug Life (407).jpg,Bangla Thug Life (407).jpg,february 14    february 15,negative
../dataset/Dataset\Memes\Bangla Thug Life (408).jpg,Bangla Thug Life (408).jpg,বাবু আমি প্রেগনেন্ট...    কেমনে ! খুশির ঠেলায় ?  তোর ঠেলায় মাদারচোদ...,negative
../dataset/Dataset\Memes\Bangla Thug Life (409).jpg,Bangla Thug Life (409).jpg,A তে আপেল  B তে বল  C তে ক্যাট  D তে কি হবে ?    ম্যাডাম দুদু ,negative
../dataset/Dataset\Memes\Bangla Thug Life (410).jpg,Bangla Thug Life (410).jpg,১৪ ফেব্রুয়ারি দিন     সকালে     বিকালে   সন্ধ্যা বেলায় ,negative
../dataset/Dataset\Memes\Bangla Thug Life (411).jpg,Bangla Thug Life (411).jpg,"মোটরবাইকে চেপে জয় শ্রী রামের শ্লোগান দেওয়া বাঙালি সংস্কৃতি নয়, - সায়নী ঘোষ      বাঙালির সংস্কৃতি",negative
../dataset/Dataset\Memes\Bangla Thug Life (412).jpg,Bangla Thug Life (412).jpg,১৪ ফেব্রুয়ারি সকাল ১০ টা ।  ১৪ ফেব্রুয়ারি রাত ১০ টা ।,negative
../dataset/Dataset\Memes\Bangla Thug Life (413).jpg,Bangla Thug Life (413).jpg,"If ""বাবু ভিতরে না মুখে ফেলো "" had a face :",negative
../dataset/Dataset\Memes\Bangla Thug Life (414).jpg,Bangla Thug Life (414).jpg,National anthem of gutikhur :   ঘুম আসেনা ঘুম আসেনা ঘুম আসেনা   ,negative
../dataset/Dataset\Memes\Bangla Thug Life (415).jpg,Bangla Thug Life (415).jpg,নাসিরের নতুন সংসার     সুবাহ ,negative
../dataset/Dataset\Memes\Bangla Thug Life (416).jpg,Bangla Thug Life (416).jpg,গফঃ বাবু আস্তে আস্তে তুমিই প্রথম   Le Boyfriend : ,negative
../dataset/Dataset\Memes\Bangla Thug Life (417).jpg,Bangla Thug Life (417).jpg,দুই একে দুই    চলো আমরা শুই ,negative
../dataset/Dataset\Memes\Bangla Thug Life (418).jpg,Bangla Thug Life (418).jpg,খেলেধুলায় বাড়ি বল   মাদক ছেড়ে খেলতে চল ।  মাদকদ্রব্য নিয়ন্ত্রণ অধিদপ্তর     চল নিমাই খেলি  ,negative
../dataset/Dataset\Memes\Bangla Thug Life (419).jpg,Bangla Thug Life (419).jpg,প্রতিদিন নিয়মিত UC ব্রাউজার এ ঢোকার পর    UC browser to me: তুই তো মৃত্যুর পর সোজা জাহান্নামে যাবি  ,negative
../dataset/Dataset\Memes\bangla-memes (1).jpg,bangla-memes (1).jpg,when you did one math right without knowing the answer   বিজ্ঞানের সুত্র আমি সুদি না  ,negative
../dataset/Dataset\Memes\bangla-memes (2).jpg,bangla-memes (2).jpg,*পরোটার দোকান*      me: মামা তেল ছাড়া তিনটা পরোটা দেও ,positive
../dataset/Dataset\Memes\bangla-memes (3).jpg,bangla-memes (3).jpg,guess who's back to bomb the thots,negative
../dataset/Dataset\Memes\bangla-memes (4).jpg,bangla-memes (4).jpg,after returning home wearing a new 'গেঞ্জি'      *তরকারীর ঝোল    *মাংসের ঝোল       নতুন গেঞ্জি     ,negative
../dataset/Dataset\Memes\bangla-memes (5).jpg,bangla-memes (5).jpg,when every elder coughed during the namaz but you're trying not to,positive
../dataset/Dataset\Memes\bangla-memes (6).jpg,bangla-memes (6).jpg,when you're from BNP and haven't called the Govt   'অবৈধ'  for a while,negative
../dataset/Dataset\Memes\bangla-memes (7).jpg,bangla-memes (7).jpg,during 1970:   *প্রধানমন্ত্রীত্ব        *প্রধানমন্ত্রীত্ব    ,positive
../dataset/Dataset\Memes\bangla-memes (8).jpg,bangla-memes (8).jpg,"that moment when your dad suddenly says to you ""আজকে তোর মুসলমানি ""       Maneh ki? Bujhi na bhai.",negative
../dataset/Dataset\Memes\bangla-memes (9).jpg,bangla-memes (9).jpg,*waiter serving biriyani*   rich friend across the table: bring a fork and spoon for me please us : ,neutral
../dataset/Dataset\Memes\bangla-memes (10).jpg,bangla-memes (10).jpg,**EVERY NIGHT BEFORE GOING TO SLEEP**     BEFORE RECITING AYATUL KURSI       AFTER RECITING AYATUL KURSI ,positive
../dataset/Dataset\Memes\bangla-memes (11).jpg,bangla-memes (11).jpg,"THE FACE YOU MAKE WHEN THE মসজিদের ইমাম  SAYS ""পহেলা বৈশাখ হিন্দুদের উৎসব"" ",positive
../dataset/Dataset\Memes\bangla-memes (12).jpg,bangla-memes (12).jpg,when you're in a জানাজার নামাজ and see someone doing a     সিজদা    (jazz music stops ),negative
../dataset/Dataset\Memes\bangla-memes (13).jpg,bangla-memes (13).jpg,:ভাই উঠেন। এইটা তো প্রতিবন্ধীদের সিট।   : আমি সৌদি আরবের সাথে মিল রেখে ঈদ করি ।     :ঠিক আছে বসেন । ,negative
../dataset/Dataset\Memes\bangla-memes (14).jpg,bangla-memes (14).jpg,SOME COMPLEX EQUATIONS OF THIS WORLD   ঈদের নামাজের নিয়ম  ,positive
../dataset/Dataset\Memes\bangla-memes (15).jpg,bangla-memes (15).jpg,আজকে রাতে সবাই যাকে লাগাচ্ছেঃ     -কে,negative
../dataset/Dataset\Memes\bangla-memes (16).jpg,bangla-memes (16).jpg,MESSI IN CLUB FOOTBALL      MESSI IN INTERNATIONAL   FOOTBALL,negative
../dataset/Dataset\Memes\bangla-memes (17).jpg,bangla-memes (17).jpg,*indian guy giving me a house tour*    Him: ..... আর এটা হলো আমার টয়লেট    ,negative
../dataset/Dataset\Memes\bangla-memes (18).jpg,bangla-memes (18).jpg,বেকার প্রকৌশলী'স*    বেকার *ডাক্তার'স     ভর্তিচ্ছু শিক্ষার্থীদের বোকা বানানো     ,negative
../dataset/Dataset\Memes\bangla-memes (19).jpg,bangla-memes (19).jpg,আব্বুঃ পড়তে বস     আমিঃ কারেন্ট আসুক      আব্বুঃ তাইলে চল আমার সাথে নামাজ পড়তে       আমিঃ,positive
../dataset/Dataset\Memes\bangla-memes (20).jpg,bangla-memes (20).jpg,জাতীয় পার্টি*    আওয়ামী লীগ*     বিএনপি*      বাংলাদেশ*   ,negative
../dataset/Dataset\Memes\bangla-memes (21).jpg,bangla-memes (21).jpg,আমিঃ টিভির রিমোট-টা দে তো      ছোট ভাইঃ না দিমু না     আমিঃ *slaps brother*      *আব্বু enters the room*      ছোট ভাই :,positive
../dataset/Dataset\Memes\bangla-memes (22).jpg,bangla-memes (22).jpg,আব্বু-আম্মুঃ ভার্সিটি তে উঠলে পড়ালেখা কম    আমার বড় ভাইঃ     *smiles*    আব্বু-আম্মুঃ তোর মুখ দিয়া হাসি বাইর হইল কেন ? ,negative
../dataset/Dataset\Memes\bangla-memes (23).jpg,bangla-memes (23).jpg,তুমি কি ধরনের নামাজি বান্দা ?     আমিঃ ,negative
../dataset/Dataset\Memes\bangla-memes (24).jpg,bangla-memes (24).jpg,No Caption,positive
../dataset/Dataset\Memes\bangla-memes (25).jpg,bangla-memes (25).jpg,If neymer was in Matrix,negative
../dataset/Dataset\Memes\bangla-memes (26).jpg,bangla-memes (26).jpg,যখন তোমার ছেলেরা আর্জেন্টিনা সাপোর্ট করা ছেড়ে দেয়        মাদককে 'না' বলো  PROTHOMALO.COM     'আমার ছেলেরা এখন মাদক্মুক্ত'    তিনি একজন যুদ্ধজয়ী বাবা । মাদকাসক্ত দুই ছেলেকে সুস্থ জীবনে ফিরিয়ে   ,negative
../dataset/Dataset\Memes\bangla-memes (27).jpg,bangla-memes (27).jpg,খালেদা জিয়া জেলে যাওয়ার পরে মির্জা ফখরুল ইসলাম যেভাবে বিএনপিকে এগিয়ে নিচ্ছেন  ,positive
../dataset/Dataset\Memes\bangla-memes (28).jpg,bangla-memes (28).jpg,ঝোল*     তরকারি*     *আমার নতুন শার্ট   ,positive
../dataset/Dataset\Memes\bangla-memes (29).jpg,bangla-memes (29).jpg,SO GLAD I GREW UP     WATCHING THIS    NOT THIS,negative
../dataset/Dataset\Memes\bangla-memes (30).jpg,bangla-memes (30).jpg,নরমাল পোলাপান     পোলাপান যারা  রেসাল্ট খারাপ করবে জেনেও বুয়েটের প্রস্তুতি নেয় ,negative
../dataset/Dataset\Memes\bangla-memes (31).jpg,bangla-memes (31).jpg,who will you vote for in this election?    awami league    awami league   awami league   awami league    awami league     awami league     awami league     bnp/JP,negative
../dataset/Dataset\Memes\bangla-memes (32).jpg,bangla-memes (32).jpg,Germany : Yeesssss!!! Woohoo!!!   We're going to win this world cup too.      South Korea :   Hello ji,positive
../dataset/Dataset\Memes\bangla-memes (33).jpg,bangla-memes (33).jpg,জিন্নাহঃ উর্দু এবং উর্দুই হবে পাকিস্তানের একমাত্র রাষ্ট্রভাষা         Dhaka University Nibbas : ,positive
../dataset/Dataset\Memes\bangla-memes (34).jpg,bangla-memes (34).jpg,পৃথিবীর ভয়ংকর কিছু ডাকাতসমুহ     গ্রামীণফোন   ,negative
../dataset/Dataset\Memes\bangla-memes (35).jpg,bangla-memes (35).jpg,ঐ দেখ মেসি যাচ্ছে*      পারবা তো খালি ক্লাবের হইয়া গোল দিতে ,negative
../dataset/Dataset\Memes\bangla-memes (36).jpg,bangla-memes (36).jpg,ভোটারঃ এত দুর্নীতির পরেও আপনারা ভোট চাইতে আসেন কিভাবে?  লজ্জা লাগে না?     প্রার্থীঃ   লজ্জা ? হেইডাতেও প্রিজারভেটিভ দেওয়া আছে ,negative
../dataset/Dataset\Memes\bangla-memes (37).jpg,bangla-memes (37).jpg,: ভাই উঠেন । এইটা প্রতিবন্ধীদের সিট । : আমি চামচ দিয়ে বিরিয়ানি খাই ।  : ঠিক আছে বসেন । ,negative
../dataset/Dataset\Memes\bangla-memes (38).jpg,bangla-memes (38).jpg,4 signs that you're rajjak bin yousuf    you pretend to be pious but you're  ভন্ড    you call girls  সমকামী if they don't agree with you    you say singing জাতীয় সংগীত is শিরক if BD loses a game   you make up  fake হাদিস just to prove your point ,negative
../dataset/Dataset\Memes\bangla-memes (39).jpg,bangla-memes (39).jpg,আমার মনে হয় এখন একজন পুরুষ প্রধানমন্ত্রীর প্রয়োজন      খালেদা জিয়া এবং শেখ হাসিনাঃ,negative
../dataset/Dataset\Memes\bangla-memes (40).jpg,bangla-memes (40).jpg,যখন নামাজের শেষে জিলাপি দেওয়া হয় না  ,negative
../dataset/Dataset\Memes\bangla-memes (41).jpg,bangla-memes (41).jpg,When you're happy cuz exam is over and then realize the real exam will be at হাশরের ময়দান  ,positive
../dataset/Dataset\Memes\bangla-memes (42).jpg,bangla-memes (42).jpg,ভর্তিচ্ছু শিক্ষার্থীদের বোকা বানানো       বেকার ইঞ্জিনিয়ার'স*     *বেকার ডাক্তার'স ,negative
../dataset/Dataset\Memes\bangla-memes (43).jpg,bangla-memes (43).jpg,এইচএসসি রেসাল্টের পর যখন তোমার মা রাজুর পরিবর্তে তোমাকে আস্ত ডিম খেতে দেয় ,positive
../dataset/Dataset\Memes\bangla-memes (44).jpg,bangla-memes (44).jpg,Development    Bangladesh government   Corruption,negative
../dataset/Dataset\Memes\bangla-memes (45).jpg,bangla-memes (45).jpg,O-oh jaane jaana     রাস্তায় করি পায়খানা  ,negative
../dataset/Dataset\Memes\bangla-memes (46).jpg,bangla-memes (46).jpg,"When you die and realize that you don't have to return your friend's  ""৫০০ টাকা"" anymore",positive
../dataset/Dataset\Memes\bangla-memes (47).jpg,bangla-memes (47).jpg,"Not here, let's fight in an empty place ",negative
../dataset/Dataset\Memes\bangla-memes (48).jpg,bangla-memes (48).jpg,SO GLAD I GREW UP     DOING THIS    NOT THIS,positive
../dataset/Dataset\Memes\bangla-memes (49).jpg,bangla-memes (49).jpg,Students Then       Students Now,positive
../dataset/Dataset\Memes\bangla-memes (50).jpg,bangla-memes (50).jpg,বাজারের সবচেয়ে* কমদামী গরু       *আমার আব্বু ,positive
../dataset/Dataset\Memes\bangla-memes (51).jpg,bangla-memes (51).jpg,When you buy the ১ লাখ টাকার গরু  in ৬০ হাজার টাকা   ,negative
../dataset/Dataset\Memes\bangla-memes (52).jpg,bangla-memes (52).jpg,"দেখ দেখ, ও এখনও ফেসবুকে নিজেদের গরুর ছবি আপলোড করেনি ",negative
../dataset/Dataset\Memes\bangla-memes (53).jpg,bangla-memes (53).jpg,আমি*    গরুর মাংস*    আম্মু* ,positive
../dataset/Dataset\Memes\bangla-memes (54).jpg,bangla-memes (54).jpg,রাতে গরুর গোস্ত দিয়ে ভাত      সকালের গরুর গোস্ত দিয়ে নাস্তা     আমি*        দুপুরের গরুর গোস্ত দিয়ে ভাত       ,negative
../dataset/Dataset\Memes\bangla-memes (55).jpg,bangla-memes (55).jpg,*Anything bad happens*  in the country     *সরকার    বিএনপি-জামাতের চক্রান্ত  ,negative
../dataset/Dataset\Memes\bangla-memes (56).jpg,bangla-memes (56).jpg,When you're in a relationship for 2 days and she refuses to send nudes গুল্লি মারি তোর প্রেমের   Rifle Throw to your Love,negative
../dataset/Dataset\Memes\bangla-memes (57).jpg,bangla-memes (57).jpg,ধন্যবাদ    Daniel     TnQ    The cooler Daniel ,negative
